constituent_id,constituent_name,constituent_type,preferred_class_year,city,state,email,gift_id,gift_date,gift_amount,gift_type,campaign,designation,gift_officer
C02575,Avery Diaz,Alumnus,1975.0,Dallas,MA,avery.diazc02575@example.org,G004577,2025-02-04,132.0,Cash,Library,Designation 03,Officer F
C01081,Jordan Diaz,Friend,1961.0,Dallas,CO,jordan.diazc01081@example.org,G004578,2025-05-14,647.47,Cash,Library,Designation 13,Officer F
C00413,Jordan Irwin,Parent,2008.0,Dallas,MA,jordan.irwinc00413@example.org,G004579,2024-02-29,1321.83,Cash,Unrestricted,Designation 09,Officer F
C04233,Morgan Diaz,Friend,1982.0,Denver,WA,morgan.diazc04233@example.org,G004580,2024-08-12,43.78,Cash,Capital Renewal,Designation 11,Officer H
C03887,Taylor Brooks,Alumnus,1984.0,Dallas,TX,taylor.brooksc03887@example.org,G004581,2024-12-22,3607.45,Stock,Student Success,Designation 01,Officer F
C01499,Riley Adams,Alumnus,2023.0,Dallas,WA,riley.adamsc01499@example.org,G004582,2022-09-21,946.37,Cash,Unrestricted,Designation 14,Officer G
C01819,Riley Irwin,Alumnus,2003.0,Dallas,MA,riley.irwinc01819@example.org,G004583,2021-08-26,51.29,Pledge Payment,Athletics,Designation 12,Officer D
C04329,Taylor Jones,Alumnus,2006.0,Chicago,GA,taylor.jonesc04329@example.org,G004584,2024-01-04,1036.57,Cash,Unrestricted,Designation 14,Officer H
C04241,Reese Foster,Friend,2002.0,Chicago,TX,reese.fosterc04241@example.org,G004585,2021-12-02,364.31,Cash,Arts,Designation 06,Officer H
C02811,Casey Foster,Alumnus,1990.0,Miami,IL,casey.fosterc02811@example.org,G004586,2023-09-14,764.1,Cash,Capital Renewal,Designation 12,Officer A
C01339,Avery Ellis,Alumnus,2017.0,Atlanta,CO,avery.ellisc01339@example.org,G004587,2021-09-15,5326.83,Pledge Payment,Capital Renewal,Designation 05,Officer E
C04007,Taylor Diaz,Parent,2013.0,Atlanta,FL,taylor.diazc04007@example.org,G004588,2022-12-31,221.28,Pledge Payment,Health Sciences,Designation 07,Officer C
C01045,Jordan Irwin,Alumnus,1987.0,Miami,NY,jordan.irwinc01045@example.org,G004589,2023-03-31,141.51,Pledge Payment,Capital Renewal,Designation 11,Officer F
C02597,Casey Irwin,Friend,1981.0,Chicago,MA,casey.irwinc02597@example.org,G004590,2024-12-04,503.9,Matching Gift,Student Success,Designation 14,Officer C
C01153,Jordan Green,Alumnus,1963.0,Miami,NY,jordan.greenc01153@example.org,G004591,2021-12-29,590.93,Cash,Student Success,Designation 12,Officer F
C01725,Cameron Carter,Alumnus,2023.0,Dallas,IL,cameron.carterc01725@example.org,G004592,2024-04-26,192.99,Cash,Scholarships,Designation 13,Officer H
C04329,Taylor Jones,Alumnus,2006.0,Chicago,GA,taylor.jonesc04329@example.org,G004593,2023-09-28,119.62,Pledge Payment,Annual Fund,Designation 03,Officer C
C03532,Reese Foster,Alumnus,1973.0,Seattle,WA,reese.fosterc03532@example.org,G004594,2021-10-16,465.68,Cash,Library,Designation 15,Officer E
C02943,Casey Irwin,Organization,2016.0,Atlanta,WA,casey.irwinc02943@example.org,G004595,2023-04-10,83.7,Pledge Payment,Research,Designation 13,Officer H
C01777,Reese Irwin,Alumnus,2010.0,Denver,CO,reese.irwinc01777@example.org,G004596,2023-02-21,52.15,Cash,Research,Designation 15,Officer F
C04329,Taylor Jones,Alumnus,2006.0,Chicago,GA,taylor.jonesc04329@example.org,G004597,2023-02-12,44.41,Cash,Student Success,Designation 12,Officer A
C04038,Skyler Green,Friend,1980.0,Miami,TX,skyler.greenc04038@example.org,G004598,2024-09-23,696.65,Cash,Research,Designation 06,Officer G
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G004599,2026-01-17,5980.69,Stock,Library,Designation 08,Officer F
C00512,Avery Adams,Alumnus,1966.0,New York,CO,avery.adamsc00512@example.org,G004600,2021-12-08,59.68,Cash,Unrestricted,Designation 12,Officer F
C04568,Taylor Carter,Alumnus,1998.0,New York,MA,taylor.carterc04568@example.org,G004601,2023-06-04,84.46,Pledge Payment,Health Sciences,Designation 03,Officer B
C01772,Avery Diaz,Alumnus,1969.0,Chicago,NY,avery.diazc01772@example.org,G004602,2025-10-19,882.34,Pledge Payment,Student Success,Designation 15,Officer C
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G004603,2026-03-23,1196.03,Cash,Annual Fund,Designation 09,Officer G
C00498,Morgan Ellis,Alumnus,2023.0,Chicago,WA,morgan.ellisc00498@example.org,G004604,2022-01-15,534.48,Cash,Arts,Designation 11,Officer H
C03025,Reese Jones,Friend,1961.0,New York,FL,reese.jonesc03025@example.org,G004605,2025-07-04,240.57,Cash,Unrestricted,Designation 14,Officer B
C04329,Taylor Jones,Alumnus,2006.0,Chicago,GA,taylor.jonesc04329@example.org,G004606,2024-04-06,2879.87,Cash,Arts,Designation 07,Officer E
C01728,Riley Jones,Alumnus,1956.0,Seattle,WA,riley.jonesc01728@example.org,G004607,2021-10-10,847.45,Cash,Scholarships,Designation 06,Officer G
C02498,Taylor Brooks,Friend,1959.0,Denver,FL,taylor.brooksc02498@example.org,G004608,2021-11-06,277.5,Cash,Athletics,Designation 14,Officer H
C00856,Morgan Irwin,Alumnus,2004.0,New York,WA,morgan.irwinc00856@example.org,G004609,2024-09-21,1477.05,Pledge Payment,Capital Renewal,Designation 03,Officer A
C04800,Riley Ellis,Alumnus,2022.0,Seattle,TX,riley.ellisc04800@example.org,G004610,2022-12-12,369.09,Cash,Health Sciences,Designation 09,Officer A
C02144,Reese Diaz,Alumnus,2021.0,New York,GA,reese.diazc02144@example.org,G004611,2024-07-20,205.39,Pledge Payment,Annual Fund,Designation 12,Officer E
C00512,Avery Adams,Alumnus,1966.0,New York,CO,avery.adamsc00512@example.org,G004612,2022-02-14,223.7,Cash,Library,Designation 15,Officer E
C03600,Taylor Ellis,Alumnus,1960.0,Chicago,GA,taylor.ellisc03600@example.org,G004613,2026-05-09,357.2,Pledge Payment,Athletics,Designation 15,Officer C
C02278,Quinn Hayes,Alumnus,2011.0,Dallas,MA,quinn.hayesc02278@example.org,G004614,2023-06-28,770.4,Cash,Arts,Designation 15,Officer B
C02177,Jordan Diaz,Parent,2012.0,Chicago,IL,jordan.diazc02177@example.org,G004615,2024-01-28,304.0,Pledge Payment,Student Success,Designation 13,Officer H
C00749,Riley Jones,Parent,2005.0,Chicago,FL,riley.jonesc00749@example.org,G004616,2026-05-28,162.07,Cash,Arts,Designation 02,Officer E
C04425,Morgan Irwin,Parent,1986.0,Boston,MA,morgan.irwinc04425@example.org,G004617,2025-09-26,3477.42,Pledge Payment,Library,Designation 06,Officer E
C04422,Morgan Carter,Friend,1993.0,New York,GA,morgan.carterc04422@example.org,G004618,2024-12-14,368.62,Cash,Capital Renewal,Designation 14,Officer E
C03270,Taylor Brooks,Alumnus,1958.0,Dallas,GA,taylor.brooksc03270@example.org,G004619,2022-02-06,522.12,Cash,Capital Renewal,Designation 03,Officer E
C04920,Avery Brooks,Friend,1989.0,Seattle,CO,avery.brooksc04920@example.org,G004620,2026-05-22,612.63,Stock,Capital Renewal,Designation 02,Officer G
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G004621,2025-03-06,146.32,Cash,Annual Fund,Designation 08,Officer D
C03224,Casey Hayes,Alumnus,1983.0,New York,NY,casey.hayesc03224@example.org,G004622,2022-07-05,5596.84,Cash,Scholarships,Designation 12,Officer C
C00108,Riley Foster,Alumnus,2019.0,Denver,WA,riley.fosterc00108@example.org,G004623,2025-06-13,2647.48,Cash,Scholarships,Designation 01,Officer E
C03990,Casey Irwin,Alumnus,1967.0,Miami,TX,casey.irwinc03990@example.org,G004624,2022-07-11,251.57,Cash,Athletics,Designation 10,Officer F
C01004,Cameron Green,Alumnus,1965.0,New York,MA,cameron.greenc01004@example.org,G004625,2025-03-02,61.52,Matching Gift,Arts,Designation 14,Officer C
C04136,Avery Irwin,Parent,1972.0,Denver,NY,avery.irwinc04136@example.org,G004626,2025-12-27,322.0,Pledge Payment,Student Success,Designation 10,Officer F
C03214,Jordan Hayes,Parent,2013.0,Dallas,IL,jordan.hayesc03214@example.org,G004627,2022-06-16,1456.39,Cash,Unrestricted,Designation 03,Officer C
C01560,Quinn Brooks,Friend,1971.0,Seattle,GA,quinn.brooksc01560@example.org,G004628,2022-06-22,174.53,Cash,Athletics,Designation 12,Officer E
C02896,Taylor Diaz,Alumnus,1982.0,Dallas,NY,taylor.diazc02896@example.org,G004629,2026-04-28,132.21,Cash,Athletics,Designation 05,Officer B
C02751,Quinn Diaz,Alumnus,1996.0,Denver,IL,quinn.diazc02751@example.org,G004630,2024-02-12,2551.83,Cash,Library,Designation 12,Officer H
C02966,Riley Jones,Alumnus,2002.0,Denver,WA,riley.jonesc02966@example.org,G004631,2024-01-17,819.16,Pledge Payment,Library,Designation 08,Officer A
C00854,Cameron Irwin,Alumnus,2011.0,Seattle,IL,cameron.irwinc00854@example.org,G004632,2024-08-11,845.24,Cash,Annual Fund,Designation 08,Officer B
C03936,Reese Brooks,Friend,1961.0,Dallas,FL,reese.brooksc03936@example.org,G004633,2023-11-14,19888.62,Pledge Payment,Library,Designation 03,Officer D
C04008,Morgan Ellis,Friend,2019.0,Atlanta,FL,morgan.ellisc04008@example.org,G004634,2023-07-31,2100.13,Cash,Capital Renewal,Designation 12,Officer F
C01949,Reese Jones,Alumnus,1976.0,Boston,CO,reese.jonesc01949@example.org,G004635,2021-11-08,241.03,Cash,Library,Designation 14,Officer D
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G004636,2021-10-21,189.56,Cash,Athletics,Designation 11,Officer D
C00353,Cameron Green,Friend,1987.0,Miami,CO,cameron.greenc00353@example.org,G004637,2026-04-20,736.7,Cash,Library,Designation 10,Officer B
C02100,Avery Irwin,Alumnus,1993.0,Denver,MA,avery.irwinc02100@example.org,G004638,2021-12-04,910.37,Cash,Unrestricted,Designation 05,Officer C
C03992,Taylor Ellis,Alumnus,1962.0,Atlanta,GA,taylor.ellisc03992@example.org,G004639,2026-03-28,652.0,Cash,Capital Renewal,Designation 03,Officer H
C01500,Skyler Ellis,Alumnus,1970.0,Miami,IL,skyler.ellisc01500@example.org,G004640,2026-06-07,178.03,Cash,Arts,Designation 12,Officer E
C02652,Cameron Irwin,Alumnus,1957.0,Miami,GA,cameron.irwinc02652@example.org,G004641,2022-04-13,416.27,Cash,Library,Designation 06,Officer H
C04526,Reese Brooks,Friend,1996.0,Denver,IL,reese.brooksc04526@example.org,G004642,2026-01-09,340.05,Cash,Health Sciences,Designation 02,Officer F
C02405,Quinn Adams,Alumnus,1971.0,Atlanta,NY,quinn.adamsc02405@example.org,G004643,2025-03-06,160.47,Cash,Arts,Designation 05,Officer B
C04038,Skyler Green,Friend,1980.0,Miami,TX,skyler.greenc04038@example.org,G004644,2025-05-13,452.77,Matching Gift,Library,Designation 05,Officer F
C04025,Quinn Hayes,Parent,1958.0,Atlanta,WA,quinn.hayesc04025@example.org,G004645,2025-03-25,369.51,Cash,Student Success,Designation 14,Officer B
C00632,Riley Ellis,Alumnus,1989.0,Boston,MA,riley.ellisc00632@example.org,G004646,2022-07-08,985.84,Pledge Payment,Student Success,Designation 11,Officer B
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G004647,2024-06-27,353.66,Cash,Annual Fund,Designation 12,Officer F
C00146,Skyler Hayes,Alumnus,2024.0,Chicago,WA,skyler.hayesc00146@example.org,G004648,2022-07-18,175.37,Cash,Annual Fund,Designation 14,Officer A
C00424,Quinn Ellis,Friend,1971.0,New York,GA,quinn.ellisc00424@example.org,G004649,2023-08-26,2767.05,Matching Gift,Research,Designation 12,Officer D
C04421,Cameron Irwin,Alumnus,1996.0,New York,IL,cameron.irwinc04421@example.org,G004650,2022-12-03,451.44,Cash,Athletics,Designation 15,Officer H
C01428,Cameron Ellis,Alumnus,2020.0,New York,GA,cameron.ellisc01428@example.org,G004651,2021-07-17,4218.77,Cash,Scholarships,Designation 08,Officer D
C00512,Avery Adams,Alumnus,1966.0,New York,CO,avery.adamsc00512@example.org,G004652,2023-06-18,127.11,Pledge Payment,Student Success,Designation 08,Officer H
C00924,Riley Brooks,Alumnus,2011.0,Dallas,WA,riley.brooksc00924@example.org,G004653,2021-12-20,279.76,Cash,Student Success,Designation 04,Officer F
C00787,Riley Foster,Alumnus,1984.0,New York,NY,riley.fosterc00787@example.org,G004654,2024-11-17,680.8,Pledge Payment,Student Success,Designation 13,Officer C
C03802,Avery Diaz,Parent,1981.0,Chicago,FL,avery.diazc03802@example.org,G004655,2022-11-06,201.19,Cash,Health Sciences,Designation 01,Officer B
C01558,Avery Hayes,Friend,1986.0,New York,NY,avery.hayesc01558@example.org,G004656,2023-04-03,543.06,Cash,Athletics,Designation 11,Officer B
C03639,Riley Hayes,Alumnus,1982.0,Chicago,TX,riley.hayesc03639@example.org,G004657,2024-10-14,861.69,Cash,Capital Renewal,Designation 03,Officer A
C01665,Quinn Hayes,Friend,1994.0,Chicago,FL,quinn.hayesc01665@example.org,G004658,2021-11-24,1700.98,Cash,Health Sciences,Designation 10,Officer H
C04180,Casey Foster,Alumnus,2007.0,Dallas,FL,casey.fosterc04180@example.org,G004659,2025-04-21,133.0,Cash,Scholarships,Designation 15,Officer A
C02770,Riley Adams,Friend,1972.0,Miami,MA,riley.adamsc02770@example.org,G004660,2022-09-03,116.03,Pledge Payment,Library,Designation 14,Officer H
C04329,Taylor Jones,Alumnus,2006.0,Chicago,GA,taylor.jonesc04329@example.org,G004661,2024-02-24,522.66,Cash,Health Sciences,Designation 03,Officer C
C01004,Cameron Green,Alumnus,1965.0,New York,MA,cameron.greenc01004@example.org,G004662,2024-04-26,867.55,Cash,Research,Designation 06,Officer D
C02073,Casey Hayes,Alumnus,1959.0,New York,IL,casey.hayesc02073@example.org,G004663,2022-12-24,1892.79,Cash,Annual Fund,Designation 04,Officer E
C03035,Avery Green,Alumnus,2009.0,Seattle,MA,avery.greenc03035@example.org,G004664,2024-11-30,3025.48,Cash,Scholarships,Designation 10,Officer F
C02073,Casey Hayes,Alumnus,1959.0,New York,IL,casey.hayesc02073@example.org,G004665,2023-12-19,488.0,Cash,Arts,Designation 09,Officer D
C00639,Taylor Brooks,Alumnus,1969.0,New York,FL,taylor.brooksc00639@example.org,G004666,2023-06-21,287.9,Pledge Payment,Research,Designation 05,Officer E
C01842,Taylor Hayes,Parent,1992.0,Atlanta,MA,taylor.hayesc01842@example.org,G004667,2025-07-20,445.87,Cash,Annual Fund,Designation 12,Officer B
C02770,Riley Adams,Friend,1972.0,Miami,MA,riley.adamsc02770@example.org,G004668,2024-11-10,1591.41,Cash,Capital Renewal,Designation 01,Officer B
C00142,Morgan Carter,Alumnus,1996.0,Atlanta,TX,morgan.carterc00142@example.org,G004669,2023-02-19,690.54,Pledge Payment,Health Sciences,Designation 13,Officer D
C04017,Avery Green,Alumnus,1972.0,Dallas,MA,avery.greenc04017@example.org,G004670,2023-07-22,1535.45,Cash,Student Success,Designation 13,Officer A
C02751,Quinn Diaz,Alumnus,1996.0,Denver,IL,quinn.diazc02751@example.org,G004671,2021-10-02,310.21,Cash,Annual Fund,Designation 14,Officer C
C02854,Avery Brooks,Alumnus,1975.0,Miami,GA,avery.brooksc02854@example.org,G004672,2024-07-17,9016.35,Cash,Arts,Designation 03,Officer A
C02033,Skyler Adams,Friend,2015.0,Seattle,GA,skyler.adamsc02033@example.org,G004673,2025-12-09,479.42,Cash,Athletics,Designation 04,Officer B
C00476,Taylor Brooks,Alumnus,2025.0,Atlanta,WA,taylor.brooksc00476@example.org,G004674,2025-06-14,1162.91,Cash,Library,Designation 11,Officer H
C00631,Morgan Hayes,Friend,2012.0,Dallas,MA,morgan.hayesc00631@example.org,G004675,2023-12-17,750.92,Cash,Scholarships,Designation 14,Officer B
C04119,Reese Jones,Alumnus,1976.0,Dallas,NY,reese.jonesc04119@example.org,G004676,2024-11-23,1007.03,Cash,Unrestricted,Designation 02,Officer D
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G004677,2025-08-31,149.03,Pledge Payment,Research,Designation 05,Officer H
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G004678,2024-07-09,280.89,Cash,Student Success,Designation 15,Officer B
C00787,Riley Foster,Alumnus,1984.0,New York,NY,riley.fosterc00787@example.org,G004679,2024-02-28,279.61,Cash,Annual Fund,Designation 05,Officer C
C02333,Riley Carter,Alumnus,1986.0,New York,FL,riley.carterc02333@example.org,G004680,2026-02-03,3370.73,Cash,Athletics,Designation 05,Officer G
C04567,Reese Adams,Alumnus,1996.0,Dallas,FL,reese.adamsc04567@example.org,G004681,2024-12-22,3513.35,Cash,Research,Designation 15,Officer B
C02676,Skyler Jones,Alumnus,2008.0,Chicago,TX,skyler.jonesc02676@example.org,G004682,2023-02-10,233.46,Matching Gift,Athletics,Designation 06,Officer B
C00893,Cameron Irwin,Parent,1958.0,Miami,NY,cameron.irwinc00893@example.org,G004683,2025-07-18,2112.43,Cash,Health Sciences,Designation 15,Officer D
C04883,Skyler Diaz,Alumnus,2014.0,Chicago,WA,skyler.diazc04883@example.org,G004684,2022-03-03,5518.07,Pledge Payment,Athletics,Designation 09,Officer H
C02397,Quinn Green,Alumnus,2015.0,Boston,TX,quinn.greenc02397@example.org,G004685,2023-10-15,490.88,Pledge Payment,Arts,Designation 11,Officer H
C03105,Riley Diaz,Friend,1993.0,Miami,TX,riley.diazc03105@example.org,G004686,2022-07-20,632.1,Cash,Research,Designation 11,Officer E
C03051,Riley Jones,Alumnus,2007.0,Seattle,WA,riley.jonesc03051@example.org,G004687,2021-07-18,71.64,Pledge Payment,Scholarships,Designation 11,Officer F
C04329,Taylor Jones,Alumnus,2006.0,Chicago,GA,taylor.jonesc04329@example.org,G004688,2023-11-02,119.46,Cash,Health Sciences,Designation 14,Officer H
C04538,Jordan Adams,Friend,1984.0,New York,MA,jordan.adamsc04538@example.org,G004689,2022-03-24,2817.69,Cash,Scholarships,Designation 03,Officer C
C04353,Morgan Irwin,Parent,1967.0,Chicago,GA,morgan.irwinc04353@example.org,G004690,2022-06-22,1354.01,Pledge Payment,Library,Designation 02,Officer H
C04392,Riley Diaz,Alumnus,1997.0,Seattle,TX,riley.diazc04392@example.org,G004691,2024-04-06,437.81,Cash,Capital Renewal,Designation 09,Officer D
C03082,Casey Adams,Parent,1974.0,Seattle,TX,casey.adamsc03082@example.org,G004692,2023-05-01,227.86,Cash,Athletics,Designation 09,Officer G
C03984,Skyler Brooks,Alumnus,1986.0,Miami,TX,skyler.brooksc03984@example.org,G004693,2024-05-17,103.4,Cash,Library,Designation 13,Officer A
C02907,Morgan Carter,Parent,1968.0,Seattle,MA,morgan.carterc02907@example.org,G004694,2025-09-03,528.73,Stock,Health Sciences,Designation 04,Officer F
C03682,Morgan Irwin,Friend,2005.0,New York,FL,morgan.irwinc03682@example.org,G004695,2025-11-30,142.15,Cash,Scholarships,Designation 04,Officer G
C01083,Casey Diaz,Parent,1976.0,New York,WA,casey.diazc01083@example.org,G004696,2025-07-03,45.78,Pledge Payment,Arts,Designation 15,Officer D
C02597,Casey Irwin,Friend,1981.0,Chicago,MA,casey.irwinc02597@example.org,G004697,2024-06-21,41.98,Pledge Payment,Annual Fund,Designation 01,Officer G
C01593,Avery Diaz,Alumnus,2011.0,Denver,WA,avery.diazc01593@example.org,G004698,2021-11-09,50.19,Stock,Annual Fund,Designation 12,Officer D
C02758,Taylor Diaz,Alumnus,1986.0,Seattle,NY,taylor.diazc02758@example.org,G004699,2024-03-25,1039.37,Cash,Unrestricted,Designation 12,Officer G
C03342,Avery Ellis,Friend,1975.0,Denver,MA,avery.ellisc03342@example.org,G004700,2026-01-10,798.36,Cash,Arts,Designation 06,Officer C
C00917,Jordan Carter,Alumnus,2003.0,Denver,CO,jordan.carterc00917@example.org,G004701,2023-10-11,251.07,Cash,Athletics,Designation 14,Officer E
C00023,Taylor Brooks,Alumnus,2008.0,New York,MA,taylor.brooksc00023@example.org,G004702,2022-07-24,4947.17,Cash,Annual Fund,Designation 01,Officer B
C02627,Morgan Carter,Alumnus,2001.0,New York,CO,morgan.carterc02627@example.org,G004703,2024-01-17,215.54,Cash,Arts,Designation 02,Officer G
C02652,Cameron Irwin,Alumnus,1957.0,Miami,GA,cameron.irwinc02652@example.org,G004704,2024-05-13,602.1,Stock,Annual Fund,Designation 02,Officer H
C03639,Riley Hayes,Alumnus,1982.0,Chicago,TX,riley.hayesc03639@example.org,G004705,2025-07-14,276.2,Cash,Annual Fund,Designation 12,Officer E
C03199,Jordan Hayes,Friend,2025.0,Seattle,NY,jordan.hayesc03199@example.org,G004706,2022-08-25,946.67,Cash,Research,Designation 11,Officer E
C02932,Skyler Jones,Parent,1983.0,New York,MA,skyler.jonesc02932@example.org,G004707,2021-07-03,243.95,Cash,Library,Designation 09,Officer B
C01910,Avery Hayes,Parent,1985.0,Seattle,IL,avery.hayesc01910@example.org,G004708,2024-04-13,141.78,Cash,Annual Fund,Designation 05,Officer G
C00062,Reese Brooks,Alumnus,2004.0,Miami,GA,reese.brooksc00062@example.org,G004709,2023-03-16,78.62,Pledge Payment,Annual Fund,Designation 15,Officer H
C00754,Cameron Carter,Parent,2011.0,Denver,GA,cameron.carterc00754@example.org,G004710,2023-09-19,2033.53,Cash,Arts,Designation 04,Officer E
C02405,Quinn Adams,Alumnus,1971.0,Atlanta,NY,quinn.adamsc02405@example.org,G004711,2025-08-04,194.3,Cash,Annual Fund,Designation 03,Officer A
C00389,Avery Adams,Parent,1974.0,Atlanta,FL,avery.adamsc00389@example.org,G004712,2024-12-21,3790.13,Stock,Health Sciences,Designation 12,Officer D
C02165,Quinn Diaz,Alumnus,1983.0,Chicago,CO,quinn.diazc02165@example.org,G004713,2026-06-12,743.05,Cash,Capital Renewal,Designation 01,Officer H
C03322,Skyler Ellis,Alumnus,2004.0,Boston,WA,skyler.ellisc03322@example.org,G004714,2024-09-11,1110.21,Pledge Payment,Unrestricted,Designation 09,Officer H
C04654,Reese Adams,Parent,1998.0,Denver,IL,reese.adamsc04654@example.org,G004715,2025-03-15,157.41,Cash,Unrestricted,Designation 07,Officer G
C04448,Cameron Adams,Parent,1957.0,Chicago,TX,cameron.adamsc04448@example.org,G004716,2024-07-08,641.51,Cash,Annual Fund,Designation 11,Officer C
C02305,Casey Brooks,Parent,1982.0,Miami,GA,casey.brooksc02305@example.org,G004717,2021-10-29,523.64,Stock,Annual Fund,Designation 12,Officer C
C01578,Morgan Green,Organization,1981.0,Dallas,FL,morgan.greenc01578@example.org,G004718,2026-05-08,1833.92,Pledge Payment,Annual Fund,Designation 11,Officer C
C00943,Casey Green,Alumnus,1960.0,Chicago,TX,casey.greenc00943@example.org,G004719,2022-11-17,221.37,Cash,Student Success,Designation 06,Officer C
C00754,Cameron Carter,Parent,2011.0,Denver,GA,cameron.carterc00754@example.org,G004720,2021-12-24,101.21,Cash,Library,Designation 13,Officer H
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G004721,2021-09-11,44.24,Cash,Athletics,Designation 06,Officer E
C00255,Morgan Foster,Alumnus,1976.0,Chicago,CO,morgan.fosterc00255@example.org,G004722,2023-08-03,783.81,Cash,Capital Renewal,Designation 05,Officer E
C03499,Taylor Foster,Alumnus,1997.0,Dallas,WA,taylor.fosterc03499@example.org,G004723,2025-05-22,482.2,Cash,Health Sciences,Designation 14,Officer G
C00905,Quinn Jones,Alumnus,1977.0,Boston,WA,quinn.jonesc00905@example.org,G004724,2024-11-20,582.82,Pledge Payment,Annual Fund,Designation 10,Officer H
C03105,Riley Diaz,Friend,1993.0,Miami,TX,riley.diazc03105@example.org,G004725,2023-07-20,925.11,Cash,Research,Designation 03,Officer H
C01758,Riley Brooks,Alumnus,1984.0,Denver,IL,riley.brooksc01758@example.org,G004726,2024-10-10,268.21,Cash,Student Success,Designation 05,Officer C
C02883,Jordan Hayes,Alumnus,1958.0,Chicago,TX,jordan.hayesc02883@example.org,G004727,2022-08-19,409.41,Cash,Library,Designation 10,Officer E
C02100,Avery Irwin,Alumnus,1993.0,Denver,MA,avery.irwinc02100@example.org,G004728,2024-09-30,134.7,Cash,Scholarships,Designation 09,Officer G
C03514,Taylor Diaz,Alumnus,1967.0,Dallas,GA,taylor.diazc03514@example.org,G004729,2023-08-31,277.4,Cash,Athletics,Designation 03,Officer A
C00285,Jordan Foster,Alumnus,2005.0,Denver,NY,jordan.fosterc00285@example.org,G004730,2025-05-20,268.99,Cash,Health Sciences,Designation 08,Officer F
C00782,Avery Ellis,Alumnus,1980.0,Atlanta,IL,avery.ellisc00782@example.org,G004731,2023-04-12,31.51,Pledge Payment,Arts,Designation 13,Officer F
C01337,Jordan Hayes,Parent,2014.0,Dallas,NY,jordan.hayesc01337@example.org,G004732,2023-07-31,243.83,Cash,Library,Designation 08,Officer C
C01820,Riley Green,Alumnus,2019.0,Boston,FL,riley.greenc01820@example.org,G004733,2025-08-30,341.97,Cash,Capital Renewal,Designation 10,Officer E
C03801,Avery Irwin,Alumnus,2018.0,Denver,IL,avery.irwinc03801@example.org,G004734,2023-07-03,121.86,Pledge Payment,Unrestricted,Designation 03,Officer D
C02770,Riley Adams,Friend,1972.0,Miami,MA,riley.adamsc02770@example.org,G004735,2023-11-19,369.07,Cash,Student Success,Designation 15,Officer C
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G004736,2026-03-31,152.83,Cash,Unrestricted,Designation 02,Officer E
C01337,Jordan Hayes,Parent,2014.0,Dallas,NY,jordan.hayesc01337@example.org,G004737,2022-03-15,195.85,Cash,Annual Fund,Designation 01,Officer D
C03315,Quinn Green,Parent,1987.0,Miami,TX,quinn.greenc03315@example.org,G004738,2026-06-25,198.05,Cash,Library,Designation 13,Officer F
C03178,Casey Ellis,Alumnus,1967.0,Denver,IL,casey.ellisc03178@example.org,G004739,2023-04-27,50.56,Cash,Capital Renewal,Designation 05,Officer B
C03887,Taylor Brooks,Alumnus,1984.0,Dallas,TX,taylor.brooksc03887@example.org,G004740,2024-05-26,719.04,Cash,Athletics,Designation 03,Officer G
C00327,Avery Brooks,Friend,1970.0,Denver,MA,avery.brooksc00327@example.org,G004741,2021-11-05,964.63,Cash,Research,Designation 05,Officer G
C00621,Avery Irwin,Parent,2019.0,Miami,WA,avery.irwinc00621@example.org,G004742,2021-07-30,48.2,Cash,Annual Fund,Designation 13,Officer A
C00562,Cameron Diaz,Alumnus,1974.0,Chicago,CO,cameron.diazc00562@example.org,G004743,2023-04-27,117.55,Matching Gift,Student Success,Designation 04,Officer C
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G004744,2022-11-02,454.05,Cash,Unrestricted,Designation 09,Officer G
C00787,Riley Foster,Alumnus,1984.0,New York,NY,riley.fosterc00787@example.org,G004745,2026-02-03,69.82,Cash,Unrestricted,Designation 08,Officer A
C01670,Cameron Green,Alumnus,1964.0,Chicago,CO,cameron.greenc01670@example.org,G004746,2025-05-31,155.76,Stock,Athletics,Designation 07,Officer B
C04775,Skyler Ellis,Alumnus,1988.0,Seattle,NY,skyler.ellisc04775@example.org,G004747,2022-12-12,410.07,Cash,Student Success,Designation 08,Officer D
C00632,Riley Ellis,Alumnus,1989.0,Boston,MA,riley.ellisc00632@example.org,G004748,2026-01-20,482.04,Cash,Health Sciences,Designation 09,Officer C
